FoodGroup;ProductGroep;Name;Naam;Code
Cheese;Kaas;Cheese spread 20+ low sodium;Kaas smeer- 20+ Na-;1303
Cheese;Kaas;Cheese spread 30+;Kaas smeer- 30+;1103
Cheese;Kaas;Cheese spread 40+;Kaas smeer- 40+;516
Cheese;Kaas;Cheese spread 45+;Kaas smeer- 45+;2995
Cheese;Kaas;Cheese spread 48+;Kaas smeer- volvet 48+;515
Cheese;Kaas;Cheese spread 60+ Kiri;Kaas smeer- 60+ Kiri;1109
Cheese;Kaas;Cheese Stilton;Kaas Stilton;1110
Cheese;Kaas;Cheese Swiss dried;Kaas strooi- Zwitserse;304
Cheese;Kaas;Dairy spread plain/herbs;Zuivelspread naturel/kruiden;2678
Cheese;Kaas;Dairy spread plain/herbs light;Zuivelspread naturel/kruiden light;2679
Cheese;Kaas;Mascarpone cheese;Kaas Mascarpone;2925
Herbs and spices;Kruiden en specerijen;Basil dried;Basilicum gedroogd;1220
Herbs and spices;Kruiden en specerijen;Basil fresh;Basilicum vers;2177
Herbs and spices;Kruiden en specerijen;Celery leaves fresh;Selderij blad- vers;1235
Herbs and spices;Kruiden en specerijen;Chervil dried;Kervel gedroogd;1224
Herbs and spices;Kruiden en specerijen;Chervil fresh;Kervel vers;831
Herbs and spices;Kruiden en specerijen;Chilli powder;Chilipoeder;1221
Herbs and spices;Kruiden en specerijen;Chives fresh;Bieslook vers;829
Herbs and spices;Kruiden en specerijen;Cinnamon powder;Kaneel;826
Herbs and spices;Kruiden en specerijen;Cloves;Kruidnagel;828
Herbs and spices;Kruiden en specerijen;Cumin seed dried;Komijnzaad gedroogd;827
Herbs and spices;Kruiden en specerijen;Curry powder djawa;Kerrie djawa;1223
Herbs and spices;Kruiden en specerijen;Garlic fresh;Knoflook vers;830
Herbs and spices;Kruiden en specerijen;Ginger root fresh;Gemberwortel;832
Herbs and spices;Kruiden en specerijen;Gravy powder;Juspoeder;858
Herbs and spices;Kruiden en specerijen;Herb and vegetable mix sachet;Kruidenmix m groente zakje;1501
Herbs and spices;Kruiden en specerijen;Herb mix cube;Kruidenmix blok;1500
Herbs and spices;Kruiden en specerijen;Herb paste boemboe;Pasta kruiden-/boemboe;2473
Herbs and spices;Kruiden en specerijen;Horse-radish raw;Mierikswortel rauw;1891
Herbs and spices;Kruiden en specerijen;Lemon grass powder;Serehpoeder;1236
Herbs and spices;Kruiden en specerijen;Marjoram dried;Majoraan gedroogd;1226
Herbs and spices;Kruiden en specerijen;Mix rice/Chines noodles unprepared;Mix voor nasi/bami onbereid;2671
Herbs and spices;Kruiden en specerijen;Monosodium glutamate Ve-tsin;Monosodium glutamate Ve-tsin;1216
Herbs and spices;Kruiden en specerijen;Mustard;Mosterd;824
Herbs and spices;Kruiden en specerijen;Mustard low sodium;Mosterd Na-;1227
Herbs and spices;Kruiden en specerijen;Nutmeg powder;Nootmuskaat;825
Herbs and spices;Kruiden en specerijen;Oregano dried;Oregano gedroogd;1228
Herbs and spices;Kruiden en specerijen;Paprika sweet powder;Paprikapoeder;1229
Herbs and spices;Kruiden en specerijen;Parsley dried;Peterselie gedroogd;1230
Herbs and spices;Kruiden en specerijen;Parsley fresh;Peterselie vers;128
Herbs and spices;Kruiden en specerijen;Pepper black/white;Peper zwarte/witte;823
Herbs and spices;Kruiden en specerijen;Pepper red cayenne;Peper cayenne- rood;1225
Herbs and spices;Kruiden en specerijen;Pepper red hot fried paste;Sambal gebakken;1234
Herbs and spices;Kruiden en specerijen;Pepper red hot paste;Sambal oelek;1232
Herbs and spices;Kruiden en specerijen;Pepper red hot paste low sodium;Sambal oelek Na-;1233
Herbs and spices;Kruiden en specerijen;Rosemary dried;Rozemarijn gedroogd;1231
Herbs and spices;Kruiden en specerijen;Seasoning flavoured liquid;Aroma vloeibaar;859
Herbs and spices;Kruiden en specerijen;Seasoning flavoured pow l sodium;Aroma strooi- Na-;1879
Herbs and spices;Kruiden en specerijen;Seasoning flavoured powder;Aroma strooi-;860
Herbs and spices;Kruiden en specerijen;Shrimp paste trassie;Garnalenpasta trassie;704
Herbs and spices;Kruiden en specerijen;Stock cubes;Bouillonblokje;429
Herbs and spices;Kruiden en specerijen;Stock powder;Bouillonpoeder;842
Herbs and spices;Kruiden en specerijen;Stock powder low sodium;Bouillonpoeder Na-;1883
Herbs and spices;Kruiden en specerijen;Tamarind;Tamarinde;694
Milk and milk products;Melk en melkproducten;Actimel;Actimel;2258
Milk and milk products;Melk en melkproducten;Actimel light;Actimel light;2689
Milk and milk products;Melk en melkproducten;Blancmange caramel;Pudding caramel-;933
Milk and milk products;Melk en melkproducten;Blancmange chocolate;Pudding chocolade-;532
Milk and milk products;Melk en melkproducten;Blancmange Delight Line Ton Puts;Pudding Delight Line Ton Puts;1001
Milk and milk products;Melk en melkproducten;Blancmange low fat w sugar;Pudding light;2269
Milk and milk products;Melk en melkproducten;Blancmange vanilla w strawberry sauce;Pudding vanille- m aardbeiensaus;940
Milk and milk products;Melk en melkproducten;Breakfast drink Activia Start;Drinkontbijt Activia Start;2936
Milk and milk products;Melk en melkproducten;Breakfast drink Breaker Breakfast;Drinkontbijt Breaker Breakfast;2940
Milk and milk products;Melk en melkproducten;Breakfast drink Goede Morgen fruit;Drinkontbijt Goede Morgen fruit;2941
Milk and milk products;Melk en melkproducten;Breakfast drink Goede Morgen light;Drinkontbijt Goede Morgen light;3005
Milk and milk products;Melk en melkproducten;Breakfast drink Goede Morgen original;Drinkontbijt Goede Morgen original;2257
Milk and milk products;Melk en melkproducten;Buttermilk;Melk karne-;289
Milk and milk products;Melk en melkproducten;Buttermilk curds fresh;Hangop;287
Milk and milk products;Melk en melkproducten;Buttermilk with fruit;Melk karne- m vruchten;479
Milk and milk products;Melk en melkproducten;Chocolate pudding with sauce;Pudding chocolade- m roomsaus;915
Milk and milk products;Melk en melkproducten;Coffee creamer 20% fat;Room koffie-;293
Milk and milk products;Melk en melkproducten;Coffee creamer Balance;Melk koffie- Balance;1954
Milk and milk products;Melk en melkproducten;Coffee creamer full fat;Melk koffie- volle;280
Milk and milk products;Melk en melkproducten;Coffee creamer half fat;Melk koffie- halfvolle;285
Milk and milk products;Melk en melkproducten;Coffee creamer low fat;Melk koffie- magere;292
Milk and milk products;Melk en melkproducten;Coffee creamer low fat powder;Creamer koffie- verlaagd vetgehalte;2690
Milk and milk products;Melk en melkproducten;Coffee creamer powder;Creamer koffie-;274
Milk and milk products;Melk en melkproducten;Coffee creamer powder Licht en Romig;Creamer koffie- Licht en Romig;554
Milk and milk products;Melk en melkproducten;Coffee creamer semi-sk w veg oil Nutroma;Melk koffie- halfvolle plantaardig Nutroma;275
Milk and milk products;Melk en melkproducten;Coffee creamer with pufa Becel;Melk koffie- mov verrijkt Becel;271
Milk and milk products;Melk en melkproducten;Colostrum cow's;Biest;1086
Milk and milk products;Melk en melkproducten;Cream 25% fat;Room slank- 25% vet onbereid;1503
Milk and milk products;Melk en melkproducten;Cream cooking;Room kook-;2275
Milk and milk products;Melk en melkproducten;Cream cooking light;Room kook- light;2276
Milk and milk products;Melk en melkproducten;Cream custard;Room banketbakkers-;1469
Milk and milk products;Melk en melkproducten;Cream sour;Room zure;812
Milk and milk products;Melk en melkproducten;Cream type prod Blue Band Finesse;Blue Band Finesse voor koken;2279
Milk and milk products;Melk en melkproducten;Cream whipped w sugar canned;Room spuitbus;1791
Milk and milk products;Melk en melkproducten;Cream whipped with added sugar;Room slag- geklopt m suiker;1916
Milk and milk products;Melk en melkproducten;Cream whipping;Room slag- onbereid;299
Milk and milk products;Melk en melkproducten;Creme fraiche;Creme fraiche;1808
Milk and milk products;Melk en melkproducten;Creme fraiche half fat;Creme fraiche halfvol;2268
Milk and milk products;Melk en melkproducten;Creme fraiche type prod BlueBand Finesse;Blue Band Finesse voor verrijken;2280
Milk and milk products;Melk en melkproducten;Custard 2 flavours w syrup vlaflip;Vlaflip dubbel- Campina;2522
Milk and milk products;Melk en melkproducten;Custard chocolate full fat;Vla chocolade- volle;276
Milk and milk products;Melk en melkproducten;Custard chocolate low fat;Vla chocolade- magere;478
Milk and milk products;Melk en melkproducten;Custard half fat all flavours;Vla halfvolle alle smaken;2519
Milk and milk products;Melk en melkproducten;Custard no fat w sweetners Optimel;Vla magere m zoetstof Optimel;2267
Milk and milk products;Melk en melkproducten;Custard several flavours full fat;Vla volle overige smaken;1720
Milk and milk products;Melk en melkproducten;Custard soft & airy Campina;Vla zacht & luchtig Campina;2539
Milk and milk products;Melk en melkproducten;Custard vanilla full fat;Vla vanille- volle;282
Milk and milk products;Melk en melkproducten;Custard vanilla low fat;Vla vanille- magere;477
Milk and milk products;Melk en melkproducten;Custard with whipped cream;Vla slagroom-;1957
Milk and milk products;Melk en melkproducten;Dairy dessert with cream averaged;Toetje m room;1008
Milk and milk products;Melk en melkproducten;Dairy dr Milk&Fruit strawberry-cherr;yZuiveldrank Milk&Fruit aardbei-kers;2052
Milk and milk products;Melk en melkproducten;Dairy drink Campina fruitmilk;Zuiveldrank Fruitmelk Campina;2496
Milk and milk products;Melk en melkproducten;Dairy drink Milk&Fruit mango;Zuiveldrank Milk&Fruit mango;2917
Milk and milk products;Melk en melkproducten;Dairy drink Milk&Fruit orange;Zuiveldrank Milk&Fruit sinaasappel;2053
Milk and milk products;Melk en melkproducten;Dessert made of custard, yoghurt & syrup;Vlaflip Campina;2537
Milk and milk products;Melk en melkproducten;Fromage frais full fat;Kwark volle;307
Milk and milk products;Melk en melkproducten;Fromage frais full fat w fruit;Kwark vruchten- volle;2504
Milk and milk products;Melk en melkproducten;Fromage frais half fat;Kwark halfvolle;306
Milk and milk products;Melk en melkproducten;Fromage frais half fat w fruit;Kwark vruchten- halfvolle;917
Milk and milk products;Melk en melkproducten;Fromage frais low fat;Kwark magere;305
Milk and milk products;Melk en melkproducten;Fromage frais low fat w fruit w sw;Kwark magere m vruchten/vanille m zoetst Optimel;2246
Milk and milk products;Melk en melkproducten;Fromage frais low fat with fruit;Kwark vruchten- magere;931
Milk and milk products;Melk en melkproducten;Fromage frais w fruit Danoontje;Kwark vruchten- Danoontje;2248
Milk and milk products;Melk en melkproducten;Fromage frais yoghurt w fruit;Kwarkyoghurt m vruchten;2247
Milk and milk products;Melk en melkproducten;Hot chocolate from vending machine;Melk chocolade- automaat;2760
Milk and milk products;Melk en melkproducten;Ice cream dairy cornet;IJs room/vanille cornet;485
Milk and milk products;Melk en melkproducten;Ice cream dairy cream based;IJs room/vanille-;303
Milk and milk products;Melk en melkproducten;Ice cream dairy Delight Line wo ad sugar;IJs gst Delight Line Ton Puts;1002
Milk and milk products;Melk en melkproducten;Ice cream dairy w chocolate coating;IJs room/vanille m chocoladecoating;2251
Milk and milk products;Melk en melkproducten;Ice cream dairy w fruitcoating;IJs room/vanille m fruitcoating;2252
Milk and milk products;Melk en melkproducten;Ice lolly Festini;IJs Festini;2250
Milk and milk products;Melk en melkproducten;Ice lolly/ Sorbet;IJs water-;1474
Milk and milk products;Melk en melkproducten;Icecream based on coconutmilk;IJs op basis van kokosmelk;2939
Milk and milk products;Melk en melkproducten;Jell;Pudding gelatine-;2343
Milk and milk products;Melk en melkproducten;Melk goats- full fat;Melk geiten- volle;2240
Milk and milk products;Melk en melkproducten;Milk chocolate-flavoured Chocomel light;Melk chocolade- m zoetstof Chocomel light;1970
Milk and milk products;Melk en melkproducten;Milk chocolate-flavoured full fat;Melk chocolade- volle;272
Milk and milk products;Melk en melkproducten;Milk chocolate-flavoured low fat;Melk chocolade- magere;273
Milk and milk products;Melk en melkproducten;Milk chocolate-flavoured semi-skimmed;Melk chocolade- halfvolle;1464
Milk and milk products;Melk en melkproducten;Milk chocolate-flavoured w sw Optimel;Melk chocolade- m zoetstof Optimel;3004
Milk and milk products;Melk en melkproducten;Milk full fat condensed w sugar tinned;Melk volle gecondenseerd m suiker blik;281
Milk and milk products;Melk en melkproducten;Milk human;Melk moeder-;297
Milk and milk products;Melk en melkproducten;Milk raw;Melk rauwe;270
Milk and milk products;Melk en melkproducten;Milk semi-skimmed;Melk halfvolle;286
Milk and milk products;Melk en melkproducten;Milk semi-skimmed enriched w calcium;Melk halfvolle verrijkt m calcium;1719
Milk and milk products;Melk en melkproducten;Milk skimmed;Melk magere;294
Milk and milk products;Melk en melkproducten;Milk skimmed condensed w sugar tinned;Melk magere gecondenseerd m suiker blik;277
Milk and milk products;Melk en melkproducten;Milk skimmed dried;Melkpoeder magere;295
Milk and milk products;Melk en melkproducten;Milk whole;Melk volle;279
Milk and milk products;Melk en melkproducten;Milk whole dried;Melkpoeder volle;296
Milk and milk products;Melk en melkproducten;Milkdrink skimmed milk Becel pro-activ;Melkdrank magere- Becel pro-activ;2725
Milk and milk products;Melk en melkproducten;Milkshake;Milkshake;862
Milk and milk products;Melk en melkproducten;Mousse chocolate;Mousse chocolade-;767
Milk and milk products;Melk en melkproducten;Mousse chocolate light;Mousse chocolade- light;2270
Milk and milk products;Melk en melkproducten;Porrdige buttermilk groats;Pap karnemelkse gorte-;1958
Milk and milk products;Melk en melkproducten;Porridge buttermilk w wheat flour;Pap karnemelkse bloem-;290
Milk and milk products;Melk en melkproducten;Porridge oatmeal;Pap havermout-;288
Milk and milk products;Melk en melkproducten;Porridge rice;Pap rijste-;298
Milk and milk products;Melk en melkproducten;Porridge semolina;Pap griesmeel-;1722
Milk and milk products;Melk en melkproducten;Pudding airy average;Pudding luchtige gem;2520
Milk and milk products;Melk en melkproducten;Pudding almonds with cherry sauce;Pudding amandel- m kersensaus;941
Milk and milk products;Melk en melkproducten;Pudding chipolata;Pudding chipolata-;786
Milk and milk products;Melk en melkproducten;Pudding raspberries w currant sauce;Pudding frambozen- m bessensaus;912
Milk and milk products;Melk en melkproducten;Pudding semolina with red currant sauce;Pudding griesmeel- m rode bessensap;938
Milk and milk products;Melk en melkproducten;Pudding vanilla;Pudding vanille-;736
Milk and milk products;Melk en melkproducten;Tiramisu;Tiramisu;2371
Milk and milk products;Melk en melkproducten;Topping dessert powder w sugar Klop-Klop;Topping m suiker poeder Klop-Klop;291
Milk and milk products;Melk en melkproducten;Topping dessert w sugar whipped KlopKlop;Topping m suiker opgeklopt Klop-Klop;555
Milk and milk products;Melk en melkproducten;Yakult;Yakult;1813
Milk and milk products;Melk en melkproducten;Yakult light;Yakult light;2265
Milk and milk products;Melk en melkproducten;Yoghurt & custard Campina;Yoghurt & vla Campina;2536
Milk and milk products;Melk en melkproducten;Yoghurt 0% fat w fruit Activia;Yoghurt 0% vet m vruchten Activia;2655
Milk and milk products;Melk en melkproducten;Yoghurt cream- with fruit;Yoghurt room- m vruchten;2244
Milk and milk products;Melk en melkproducten;Yoghurt drink;Yoghurtdrank;657
Milk and milk products;Melk en melkproducten;Yoghurt drink Becel pro-activ;Yoghurtdrank Becel pro-activ;2308
Milk and milk products;Melk en melkproducten;Yoghurt drink Fristi;Yoghurtdrank Fristi;2921
Milk and milk products;Melk en melkproducten;Yoghurt drink Fristi with sweetners;Yoghurtdrank Fristi m zoetstof;2255
Milk and milk products;Melk en melkproducten;Yoghurt drink Vifit fruit;Yoghurtdrank Vifit vruchten;1832
Milk and milk products;Melk en melkproducten;Yoghurt drink Vifit fruit light;Yoghurtdrank Vifit vruchten light;2253
Milk and milk products;Melk en melkproducten;Yoghurt drink Vifit natural;Yoghurtdrank Vifit naturel;1831
Milk and milk products;Melk en melkproducten;Yoghurt drink w sweeteners Optimel;Yoghurtdrank m zoetstof Optimel;1834
Milk and milk products;Melk en melkproducten;Yoghurt drink with sweetners;Yoghurtdrank m zoetstof;2254
Milk and milk products;Melk en melkproducten;Yoghurt drink Yomild drink fruit;Yoghurtdrank Yomild drink vruchten;2256
Milk and milk products;Melk en melkproducten;Yoghurt drink Yomild drink naturel;Yoghurtdrank Yomild drink naturel;2038
Milk and milk products;Melk en melkproducten;Yoghurt full fat;Yoghurt volle;278
Milk and milk products;Melk en melkproducten;Yoghurt full fat natural Activia;Yoghurt volle naturel Activia;2935
Milk and milk products;Melk en melkproducten;Yoghurt full fat w fruit/muesli Activia;Yoghurt volle m vruchten/muesli Activia;2278
Milk and milk products;Melk en melkproducten;Yoghurt full fat with fruit;Yoghurt volle m vruchten;863
Milk and milk products;Melk en melkproducten;Yoghurt Greek full fat;Yoghurt Griekse volle;2503
Milk and milk products;Melk en melkproducten;Yoghurt half fat;Yoghurt halfvolle;1502
Milk and milk products;Melk en melkproducten;Yoghurt half fat Vifit naturel;Yoghurt halfvolle Vifit naturel;1829
Milk and milk products;Melk en melkproducten;Yoghurt half fat w fruit;Yoghurt halfvolle m vruchten;2501
Milk and milk products;Melk en melkproducten;Yoghurt l fat w fruit/van w sw Optimel;Yoghurt magere m vruchten/vanille m zoetst Optimel;1833
Milk and milk products;Melk en melkproducten;Yoghurt low fat;Yoghurt magere;301
Milk and milk products;Melk en melkproducten;Yoghurt low fat Bulgarian;Yoghurt magere Bulgaarse;916
Milk and milk products;Melk en melkproducten;Yoghurt low fat w fruit w sw Vitalinea;Yoghurt magere m vruchten m zoetstof Vitalinea;2245
Milk and milk products;Melk en melkproducten;Yoghurt low fat with fruit;Yoghurt magere m vruchten;284
Milk and milk products;Melk en melkproducten;Yoghurt low fat with fruit with sweetene;Yoghurt magere m vruchten m zoetstoffen;2822
Milk and milk products;Melk en melkproducten;Yoghurt product Becel pro-activ;Yoghurtproduct Becel pro-activ;2310
Milk and milk products;Melk en melkproducten;Yoghurt snack Breaker;Yoghurtsnack Breaker;2241
Milk and milk products;Melk en melkproducten;Yoghurt snack Breaker Light;Yoghurtsnack Breaker Light;2243
Milk and milk products;Melk en melkproducten;Yoghurt vanilla half fat;Yoghurt vanille- halfvolle;1721
Milk and milk products;Melk en melkproducten;Yoghurt whole milk Bulgarian;Yoghurt volle Bulgaarse;300
Soy products and vegetarian products;Sojaproducten en vegetaris;Beans soya boiled;Bonen soja- gekookt;971
Soy products and vegetarian products;Sojaproducten en vegetaris;Beans soya dried;Bonen soja- gedroogd;839
Soy products and vegetarian products;Sojaproducten en vegetaris;Cream based on veg oil Cuisine Alpro;Cuisine Alpro;2262
Soy products and vegetarian products;Sojaproducten en vegetaris;Dessert soya Alpro;Dessert soja- Alpro;1380
Soy products and vegetarian products;Sojaproducten en vegetaris;Falafel unprepared;Falafel onbereid;2994
Soy products and vegetarian products;Sojaproducten en vegetaris;Flour soya defatted;Meel soja- ontvet;868
Soy products and vegetarian products;Sojaproducten en vegetaris;Flour soya full fat;Meel soja- volvet;869
